id,title,company,department,skills_required,description,location,remote,stipend_min_inr,stipend_max_inr,duration_weeks,url,date_posted,role_level,sector
8004,Research Data Intern,NITI Aayog,Data Science / Analytics,Data Visualization;SQL;R;Excel;Python;Financial Modeling,"Research Data Intern at NITI Aayog. Work on projects, mentored by senior staff. Required skills: Data Visualization, SQL, R, Excel, Python, Financial Modeling.","Hyderabad, IN",False,20000,35000,16,https://careers.example.com/nitiaayog/8004,2025-11-26,Entry,NGO
8005,Accounting Intern,Intel,Finance / Accounting,SAP;Financial Modeling;Accounting;Excel;QuickBooks;Valuation,"Accounting Intern at Intel. Work on projects, mentored by senior staff. Required skills: SAP, Financial Modeling, Accounting, Excel, QuickBooks, Valuation.","Bengaluru, IN",False,30000,40000,4,https://careers.example.com/intel/8005,2025-12-13,Junior,Startup
8006,Maintenance Intern,Microsoft,Aviation / Aerospace,Flight Ops;Maintenance Protocols;Technical Documentation,"Maintenance Intern at Microsoft. Work on projects, mentored by senior staff. Required skills: Flight Ops, Maintenance Protocols, Technical Documentation.",Singapore,False,20000,22000,24,https://careers.example.com/microsoft/8006,2025-05-16,Internship,NGO
8007,Paralegal Intern,Maruti Suzuki,Law / Legal,Case Briefing;Drafting,"Paralegal Intern at Maruti Suzuki. Work on projects, mentored by senior staff. Required skills: Case Briefing, Drafting.","Chennai, IN",False,0,5000,12,https://careers.example.com/marutisuzuki/8007,2025-03-23,Entry,NGO
8008,Visual Design Intern,Dabur,Design / UX,Adobe XD;Illustrator;User Research;Figma;Wireframing,"Visual Design Intern at Dabur. Work on projects, mentored by senior staff. Required skills: Adobe XD, Illustrator, User Research, Figma, Wireframing.","Pune, IN",True,0,0,12,https://careers.example.com/dabur/8008,2025-10-20,Junior,NGO
8009,Legal Intern,TechCrunch,Law / Legal,Drafting;Case Briefing;Legal Research;Citations;Contract Review,"Legal Intern at TechCrunch. Work on projects, mentored by senior staff. Required skills: Drafting, Case Briefing, Legal Research, Citations, Contract Review.","Chennai, IN",True,10000,10000,16,https://careers.example.com/techcrunch/8009,2025-12-30,Entry,Startup
8010,NLP Intern,House of Anita Dongre,Computer Science / AI,Machine Learning;Python;Data Analysis;TensorFlow;NLP;Git;C++;Case Management,"NLP Intern at House of Anita Dongre. Work on projects, mentored by senior staff. Required skills: Machine Learning, Python, Data Analysis, TensorFlow, NLP, Git, C++, Case Management.","Lucknow, IN",False,3000,3000,4,https://careers.example.com/houseofanitadongre/8010,2025-06-30,Entry,Startup
8011,Curriculum Intern,Swiggy,Education / Teaching,Lesson Planning;Assessment Design;Classroom Management;Subject Knowledge;Communication;TAP (Teaching Assistant),"Curriculum Intern at Swiggy. Work on projects, mentored by senior staff. Required skills: Lesson Planning, Assessment Design, Classroom Management, Subject Knowledge, Communication, TAP (Teaching Assistant).","Mumbai, IN",False,30000,30000,4,https://careers.example.com/swiggy/8011,2026-02-05,Entry,Private
8012,Lab Research Intern,Kendriya Vidyalaya Sangathan,Biotech / Medical,PCR;GCP;Cell Culture;Clinical Research;Lab Techniques;Research Protocols,"Lab Research Intern at Kendriya Vidyalaya Sangathan. Work on projects, mentored by senior staff. Required skills: PCR, GCP, Cell Culture, Clinical Research, Lab Techniques, Research Protocols.","Delhi NCR, IN",False,15000,17000,6,https://careers.example.com/kendriyavidyalayasangathan/8012,2026-02-23,Entry,Public
8013,Coaching Intern,ITC,Sports / Coaching,Fitness Training;Coaching;Plan Design;Subject Knowledge,"Coaching Intern at ITC. Work on projects, mentored by senior staff. Required skills: Fitness Training, Coaching, Plan Design, Subject Knowledge.","Lucknow, IN",False,8000,18000,10,https://careers.example.com/itc/8013,2025-04-23,Junior,NGO
8014,Fashion Intern,Delhi Public School,Fashion / Textile,Sewing;Fashion Sketching;Pattern Making;Illustrator,"Fashion Intern at Delhi Public School. Work on projects, mentored by senior staff. Required skills: Sewing, Fashion Sketching, Pattern Making, Illustrator.",Singapore,True,5000,25000,12,https://careers.example.com/delhipublicschool/8014,2025-11-30,Entry,Academic
8015,Content Creator Intern,Stripe,Arts / Media,Photoshop;Video Editing;Photography;Content Creation;Adobe Premiere,"Content Creator Intern at Stripe. Work on projects, mentored by senior staff. Required skills: Photoshop, Video Editing, Photography, Content Creation, Adobe Premiere.","Lucknow, IN",False,5000,5000,24,https://careers.example.com/stripe/8015,2025-10-20,Internship,Academic
8016,Visual Design Intern,NVIDIA,Design / UX,Adobe XD;User Research;Prototyping;Wireframing;Illustrator;Clinical Support,"Visual Design Intern at NVIDIA. Work on projects, mentored by senior staff. Required skills: Adobe XD, User Research, Prototyping, Wireframing, Illustrator, Clinical Support.",Singapore,False,5000,25000,24,https://careers.example.com/nvidia/8016,2025-10-11,Junior,Startup
8017,Flight Ops Intern,LinkedIn,Aviation / Aerospace,Maintenance Protocols;Technical Documentation;Flight Ops;Aircraft Systems,"Flight Ops Intern at LinkedIn. Work on projects, mentored by senior staff. Required skills: Maintenance Protocols, Technical Documentation, Flight Ops, Aircraft Systems.","New York, USA",False,20000,40000,20,https://careers.example.com/linkedin/8017,2025-08-21,Entry,NGO
8018,Finance Intern,CSIR,Finance / Accounting,Accounting;QuickBooks;SAP;Valuation;Excel;Tally;Financial Modeling,"Finance Intern at CSIR. Work on projects, mentored by senior staff. Required skills: Accounting, QuickBooks, SAP, Valuation, Excel, Tally, Financial Modeling.",Singapore,False,3000,8000,10,https://careers.example.com/csir/8018,2026-02-14,Internship,Academic
8019,Health Data Intern,Narayana Health,Public Health / Epidemiology,Health Promotion;Survey Design;Data Analysis;Field Surveys,"Health Data Intern at Narayana Health. Work on projects, mentored by senior staff. Required skills: Health Promotion, Survey Design, Data Analysis, Field Surveys.","Chennai, IN",False,15000,15000,10,https://careers.example.com/narayanahealth/8019,2026-02-24,Internship,Public
8020,Sports Operations Intern,Ola,Sports / Coaching,Plan Design;Coaching;Fitness Training;Athlete Monitoring,"Sports Operations Intern at Ola. Work on projects, mentored by senior staff. Required skills: Plan Design, Coaching, Fitness Training, Athlete Monitoring.","Ahmedabad, IN",False,5000,20000,8,https://careers.example.com/ola/8020,2025-06-19,Junior,Startup
8021,CAD Intern,NTPC,Architecture / Civil,Construction Drawings;AutoCAD;Revit,"CAD Intern at NTPC. Work on projects, mentored by senior staff. Required skills: Construction Drawings, AutoCAD, Revit.","Mumbai, IN",True,25000,27000,20,https://careers.example.com/ntpc/8021,2025-03-26,Internship,Private
8022,Field Intern,Max Healthcare,Public Health / Epidemiology,Survey Design;Field Surveys;Health Promotion;Surveillance;Data Analysis,"Field Intern at Max Healthcare. Work on projects, mentored by senior staff. Required skills: Survey Design, Field Surveys, Health Promotion, Surveillance, Data Analysis.","Dehradun, IN",False,10000,20000,6,https://careers.example.com/maxhealthcare/8022,2025-12-11,Junior,Public
8023,Technical Documentation Intern,Medanta,Aviation / Aerospace,Aircraft Systems;Flight Ops;Technical Documentation,"Technical Documentation Intern at Medanta. Work on projects, mentored by senior staff. Required skills: Aircraft Systems, Flight Ops, Technical Documentation.","London, UK",False,3000,8000,10,https://careers.example.com/medanta/8023,2025-04-25,Entry,NGO
8024,Mechanical Intern,HUL,Manufacturing / Mechanical,PLC;Assembly;CAD;Quality Control;MATLAB,"Mechanical Intern at HUL. Work on projects, mentored by senior staff. Required skills: PLC, Assembly, CAD, Quality Control, MATLAB.","Mumbai, IN",False,25000,45000,12,https://careers.example.com/hul/8024,2025-06-03,Junior,Startup
8025,Warehouse Intern,Khan Academy,Logistics / Supply Chain,Warehouse Management;ERP;Inventory Control;Route Planning;TMS,"Warehouse Intern at Khan Academy. Work on projects, mentored by senior staff. Required skills: Warehouse Management, ERP, Inventory Control, Route Planning, TMS.",Remote,True,15000,15000,16,https://careers.example.com/khanacademy/8025,2025-12-27,Junior,Public
8026,Food & Beverage Intern,TechCrunch,Hospitality / Tourism,Food & Beverage;Housekeeping;Guest Service;Event Coordination,"Food & Beverage Intern at TechCrunch. Work on projects, mentored by senior staff. Required skills: Food & Beverage, Housekeeping, Guest Service, Event Coordination.","Kolkata, IN",False,10000,30000,4,https://careers.example.com/techcrunch/8026,2025-03-26,Junior,Startup
8027,Content Creator Intern,Netflix,Arts / Media,Adobe Premiere;Content Creation;Storyboarding;Photoshop;Video Editing;Health Promotion,"Content Creator Intern at Netflix. Work on projects, mentored by senior staff. Required skills: Adobe Premiere, Content Creation, Storyboarding, Photoshop, Video Editing, Health Promotion.","Lucknow, IN",False,5000,10000,8,https://careers.example.com/netflix/8027,2025-12-21,Entry,Public
8028,Supply Chain Intern,Christian Medical College (CMC) Vellore,Logistics / Supply Chain,TMS;Warehouse Management;Route Planning;ERP;Inventory Control;Photography,"Supply Chain Intern at Christian Medical College (CMC) Vellore. Work on projects, mentored by senior staff. Required skills: TMS, Warehouse Management, Route Planning, ERP, Inventory Control, Photography.","Chennai, IN",False,3000,8000,24,https://careers.example.com/christianmedicalcollegecmcvellore/8028,2025-11-15,Entry,Private
8029,Graphic Design Intern,Dabur,Arts / Media,Photoshop;Content Creation;Storyboarding;Photography;Adobe Premiere;Video Editing,"Graphic Design Intern at Dabur. Work on projects, mentored by senior staff. Required skills: Photoshop, Content Creation, Storyboarding, Photography, Adobe Premiere, Video Editing.","Jaipur, IN",False,8000,10000,16,https://careers.example.com/dabur/8029,2025-05-26,Internship,Public
8030,Aerospace Intern,FabIndia,Aviation / Aerospace,Maintenance Protocols;Technical Documentation;Aircraft Systems,"Aerospace Intern at FabIndia. Work on projects, mentored by senior staff. Required skills: Maintenance Protocols, Technical Documentation, Aircraft Systems.","Berlin, DE",False,3000,8000,10,https://careers.example.com/fabindia/8030,2025-10-30,Internship,Startup
8031,Growth Intern,Delhi University,Marketing / Business,Communication;Google Analytics;Social Media;Market Research,"Growth Intern at Delhi University. Work on projects, mentored by senior staff. Required skills: Communication, Google Analytics, Social Media, Market Research.","Bengaluru, IN",False,0,5000,20,https://careers.example.com/delhiuniversity/8031,2025-09-29,Junior,Startup
8032,Data Science Intern,Swiggy,Data Science / Analytics,Tableau;Pandas;Python;Power BI;Statistics;Machine Learning,"Data Science Intern at Swiggy. Work on projects, mentored by senior staff. Required skills: Tableau, Pandas, Python, Power BI, Statistics, Machine Learning.","Ahmedabad, IN",False,3000,13000,24,https://careers.example.com/swiggy/8032,2025-05-18,Internship,Private
8033,Data Research Intern,UNICEF,Research / Policy,Stata;Qualitative Methods,"Data Research Intern at UNICEF. Work on projects, mentored by senior staff. Required skills: Stata, Qualitative Methods.","Lucknow, IN",False,8000,23000,24,https://careers.example.com/unicef/8033,2026-01-26,Entry,Academic
8034,Field Intern,Aero India,Public Health / Epidemiology,Field Surveys;Surveillance,"Field Intern at Aero India. Work on projects, mentored by senior staff. Required skills: Field Surveys, Surveillance.","Dehradun, IN",False,30000,30000,8,https://careers.example.com/aeroindia/8034,2025-04-14,Junior,Public
8035,NLP Intern,The Times of India,Computer Science / AI,Computer Vision;TensorFlow,"NLP Intern at The Times of India. Work on projects, mentored by senior staff. Required skills: Computer Vision, TensorFlow.","Jaipur, IN",False,5000,7000,12,https://careers.example.com/thetimesofindia/8035,2025-06-27,Internship,Private
8036,Tutorial Assistant,Ola,Education / Teaching,Lesson Planning;Communication;Classroom Management;Assessment Design;Subject Knowledge;TAP (Teaching Assistant),"Tutorial Assistant at Ola. Work on projects, mentored by senior staff. Required skills: Lesson Planning, Communication, Classroom Management, Assessment Design, Subject Knowledge, TAP (Teaching Assistant).",Remote,True,30000,30000,8,https://careers.example.com/ola/8036,2025-04-23,Internship,Private
8037,Health Data Intern,Apollo Hospitals,Public Health / Epidemiology,Survey Design;Surveillance;Data Analysis;Field Surveys;Health Promotion,"Health Data Intern at Apollo Hospitals. Work on projects, mentored by senior staff. Required skills: Survey Design, Surveillance, Data Analysis, Field Surveys, Health Promotion.","Mumbai, IN",False,5000,25000,20,https://careers.example.com/apollohospitals/8037,2025-11-06,Entry,Startup
8038,Merchandise Intern,Mahindra & Mahindra,Fashion / Textile,Pattern Making;Sewing,"Merchandise Intern at Mahindra & Mahindra. Work on projects, mentored by senior staff. Required skills: Pattern Making, Sewing.","Berlin, DE",False,0,10000,6,https://careers.example.com/mahindraandmahindra/8038,2025-05-08,Junior,Academic
8039,Investment Research Intern,Tata Motors,Finance / Accounting,Valuation;Accounting;QuickBooks;Financial Modeling;SAP;Excel;Tally,"Investment Research Intern at Tata Motors. Work on projects, mentored by senior staff. Required skills: Valuation, Accounting, QuickBooks, Financial Modeling, SAP, Excel, Tally.","London, UK",True,20000,22000,4,https://careers.example.com/tatamotors/8039,2025-09-21,Internship,Academic
8040,Research Assistant,Marriott International,Research / Policy,SPSS;Stata;Quantitative Analysis;Policy Briefs;Qualitative Methods;Literature Review,"Research Assistant at Marriott International. Work on projects, mentored by senior staff. Required skills: SPSS, Stata, Quantitative Analysis, Policy Briefs, Qualitative Methods, Literature Review.","Delhi NCR, IN",False,0,0,6,https://careers.example.com/marriottinternational/8040,2025-08-15,Internship,Startup
8041,Culinary Assistant Intern,Flipkart,Culinary / Food,Food Prep;Recipe Development;Plating,"Culinary Assistant Intern at Flipkart. Work on projects, mentored by senior staff. Required skills: Food Prep, Recipe Development, Plating.","Hyderabad, IN",False,5000,20000,10,https://careers.example.com/flipkart/8041,2025-12-19,Internship,Public
8042,Retail Operations Intern,Municipal Corporation of Greater Mumbai,Retail / Sales,POS;Sales Outreach;Customer Service;Merchandising;Negotiation;Route Planning,"Retail Operations Intern at Municipal Corporation of Greater Mumbai. Work on projects, mentored by senior staff. Required skills: POS, Sales Outreach, Customer Service, Merchandising, Negotiation, Route Planning.","Goa, IN",False,10000,30000,4,https://careers.example.com/municipalcorporationofgreatermumbai/8042,2025-06-06,Internship,Startup
8043,Content Creator Intern,Maruti Suzuki,Arts / Media,Adobe Premiere;Photoshop,"Content Creator Intern at Maruti Suzuki. Work on projects, mentored by senior staff. Required skills: Adobe Premiere, Photoshop.","Lucknow, IN",False,8000,28000,6,https://careers.example.com/marutisuzuki/8043,2025-11-21,Entry,Private
8044,AI Intern,Khaitan & Co,Computer Science / AI,PyTorch;Machine Learning;NLP,"AI Intern at Khaitan & Co. Work on projects, mentored by senior staff. Required skills: PyTorch, Machine Learning, NLP.",Remote,True,30000,35000,6,https://careers.example.com/khaitanandco/8044,2025-05-05,Internship,Private
8045,Aerospace Intern,ISRO,Aviation / Aerospace,Flight Ops;Maintenance Protocols;Aircraft Systems;Technical Documentation,"Aerospace Intern at ISRO. Work on projects, mentored by senior staff. Required skills: Flight Ops, Maintenance Protocols, Aircraft Systems, Technical Documentation.","Berlin, DE",False,30000,50000,24,https://careers.example.com/isro/8045,2025-05-14,Entry,Startup
8046,Paralegal Intern,Accenture,Law / Legal,Legal Research;Citations;Case Briefing;Drafting,"Paralegal Intern at Accenture. Work on projects, mentored by senior staff. Required skills: Legal Research, Citations, Case Briefing, Drafting.","Delhi NCR, IN",False,15000,15000,10,https://careers.example.com/accenture/8046,2026-01-09,Entry,NGO
8047,Clinical Support Intern,Morgan Stanley,Veterinary / Animal Care,Clinical Support;Grooming,"Clinical Support Intern at Morgan Stanley. Work on projects, mentored by senior staff. Required skills: Clinical Support, Grooming.","Delhi NCR, IN",False,3000,18000,8,https://careers.example.com/morganstanley/8047,2025-12-01,Junior,Startup
8048,Data Analyst Intern,TIFR,Data Science / Analytics,SQL;Statistics;Data Visualization;Python;Power BI;Excel;Tableau,"Data Analyst Intern at TIFR. Work on projects, mentored by senior staff. Required skills: SQL, Statistics, Data Visualization, Python, Power BI, Excel, Tableau.","Chennai, IN",False,25000,40000,16,https://careers.example.com/tifr/8048,2025-08-18,Internship,Startup
8049,Aerospace Intern,MIT,Aviation / Aerospace,Flight Ops;Aircraft Systems;Maintenance Protocols,"Aerospace Intern at MIT. Work on projects, mentored by senior staff. Required skills: Flight Ops, Aircraft Systems, Maintenance Protocols.","Hyderabad, IN",False,8000,10000,16,https://careers.example.com/mit/8049,2025-09-23,Entry,Public
8050,Content Writer Intern,McKinsey & Company,Humanities / Journalism,Interviewing;Fact-checking;Research;Editing;Copywriting,"Content Writer Intern at McKinsey & Company. Work on projects, mentored by senior staff. Required skills: Interviewing, Fact-checking, Research, Editing, Copywriting.","London, UK",False,8000,23000,6,https://careers.example.com/mckinseyandcompany/8050,2025-11-24,Entry,NGO
8051,Audit Intern,Zomato,Finance / Accounting,Financial Modeling;Excel,"Audit Intern at Zomato. Work on projects, mentored by senior staff. Required skills: Financial Modeling, Excel.","Chennai, IN",False,30000,32000,10,https://careers.example.com/zomato/8051,2025-09-18,Entry,Academic
8052,Graphic Design Intern,Urban Company,Design / UX,Adobe XD;Figma;Visual Design;Illustrator,"Graphic Design Intern at Urban Company. Work on projects, mentored by senior staff. Required skills: Adobe XD, Figma, Visual Design, Illustrator.","Chennai, IN",False,0,2000,12,https://careers.example.com/urbancompany/8052,2026-03-06,Entry,Private
8053,M&E Intern,Lupin,NGO / Social Work,Monitoring & Evaluation;Grant Writing;Case Management;Community Outreach;Fundraising;Plan Design,"M&E Intern at Lupin. Work on projects, mentored by senior staff. Required skills: Monitoring & Evaluation, Grant Writing, Case Management, Community Outreach, Fundraising, Plan Design.","Pune, IN",False,30000,40000,8,https://careers.example.com/lupin/8053,2025-11-06,Internship,Public
8054,Health Data Intern,Wipro,Public Health / Epidemiology,Data Analysis;Survey Design;Surveillance;Field Surveys;Plating,"Health Data Intern at Wipro. Work on projects, mentored by senior staff. Required skills: Data Analysis, Survey Design, Surveillance, Field Surveys, Plating.","Berlin, DE",False,8000,23000,10,https://careers.example.com/wipro/8054,2026-01-12,Entry,NGO
8055,Grooming Intern,PricewaterhouseCoopers,Veterinary / Animal Care,Animal Handling;Clinical Support;Vaccination;Grooming;Illustrator,"Grooming Intern at PricewaterhouseCoopers. Work on projects, mentored by senior staff. Required skills: Animal Handling, Clinical Support, Vaccination, Grooming, Illustrator.","Thane, IN",False,30000,30000,8,https://careers.example.com/pricewaterhousecoopers/8055,2025-12-18,Internship,Public
8056,Coaching Intern,FedEx,Sports / Coaching,Coaching;Athlete Monitoring;Fitness Training,"Coaching Intern at FedEx. Work on projects, mentored by senior staff. Required skills: Coaching, Athlete Monitoring, Fitness Training.","Pune, IN",False,20000,22000,10,https://careers.example.com/fedex/8056,2025-05-12,Junior,Academic
8057,Academic Assistant,Cisco,Education / Teaching,Classroom Management;Subject Knowledge;TAP (Teaching Assistant),"Academic Assistant at Cisco. Work on projects, mentored by senior staff. Required skills: Classroom Management, Subject Knowledge, TAP (Teaching Assistant).","Hyderabad, IN",True,0,15000,20,https://careers.example.com/cisco/8057,2025-06-08,Internship,Private
8058,Content Marketing Intern,Cognizant,Marketing / Business,Content Writing;Excel,"Content Marketing Intern at Cognizant. Work on projects, mentored by senior staff. Required skills: Content Writing, Excel.","Lucknow, IN",False,0,2000,12,https://careers.example.com/cognizant/8058,2025-12-31,Junior,Private
8059,Audit Intern,Scindia School,Finance / Accounting,Valuation;SAP;Accounting,"Audit Intern at Scindia School. Work on projects, mentored by senior staff. Required skills: Valuation, SAP, Accounting.","Berlin, DE",False,30000,45000,10,https://careers.example.com/scindiaschool/8059,2025-08-25,Internship,Academic
8060,Backend Intern,DRDO,Computer Science / AI,Computer Vision;SQL,"Backend Intern at DRDO. Work on projects, mentored by senior staff. Required skills: Computer Vision, SQL.","Mumbai, IN",False,3000,13000,12,https://careers.example.com/drdo/8060,2025-11-06,Entry,Startup
8061,Marketing Intern,Medanta,Marketing / Business,Market Research;Content Writing;Communication,"Marketing Intern at Medanta. Work on projects, mentored by senior staff. Required skills: Market Research, Content Writing, Communication.","Jaipur, IN",False,30000,32000,20,https://careers.example.com/medanta/8061,2025-10-27,Junior,Public
8062,Lab Research Intern,Airbnb,Biotech / Medical,Data Analysis;Clinical Research;GCP,"Lab Research Intern at Airbnb. Work on projects, mentored by senior staff. Required skills: Data Analysis, Clinical Research, GCP.","Bengaluru, IN",False,3000,13000,8,https://careers.example.com/airbnb/8062,2025-06-01,Entry,Startup
8063,Frontend Intern,IIT Kharagpur,Web Development,REST APIs;Express;React;JavaScript;CSS;Node.js,"Frontend Intern at IIT Kharagpur. Work on projects, mentored by senior staff. Required skills: REST APIs, Express, React, JavaScript, CSS, Node.js.",Remote,True,15000,20000,24,https://careers.example.com/iitkharagpur/8063,2025-04-18,Entry,NGO
8064,Web Developer Intern,Delhi University,Web Development,React;Express;REST APIs;Node.js;Bootstrap,"Web Developer Intern at Delhi University. Work on projects, mentored by senior staff. Required skills: React, Express, REST APIs, Node.js, Bootstrap.","Sydney, AU",False,25000,40000,4,https://careers.example.com/delhiuniversity/8064,2025-09-29,Entry,NGO
8065,Teaching Intern,MIT,Education / Teaching,Lesson Planning;Assessment Design;Classroom Management;TAP (Teaching Assistant);Communication;Subject Knowledge;Textile Knowledge,"Teaching Intern at MIT. Work on projects, mentored by senior staff. Required skills: Lesson Planning, Assessment Design, Classroom Management, TAP (Teaching Assistant), Communication, Subject Knowledge, Textile Knowledge.",Remote,True,15000,30000,20,https://careers.example.com/mit/8065,2026-02-24,Entry,NGO
8066,Baking Intern,Hero MotoCorp,Culinary / Food,Plating;Recipe Development;Baking;Kitchen Safety;Food Prep,"Baking Intern at Hero MotoCorp. Work on projects, mentored by senior staff. Required skills: Plating, Recipe Development, Baking, Kitchen Safety, Food Prep.","Thane, IN",False,25000,45000,16,https://careers.example.com/heromotocorp/8066,2025-05-02,Junior,Startup
8067,Computer Vision Intern,VIT,Computer Science / AI,SQL;PyTorch;Git;Computer Vision;TensorFlow;Deep Learning,"Computer Vision Intern at VIT. Work on projects, mentored by senior staff. Required skills: SQL, PyTorch, Git, Computer Vision, TensorFlow, Deep Learning.","Ahmedabad, IN",False,25000,40000,8,https://careers.example.com/vit/8067,2025-12-23,Junior,Startup
8068,Paralegal Intern,Uber,Law / Legal,Case Briefing;Legal Research,"Paralegal Intern at Uber. Work on projects, mentored by senior staff. Required skills: Case Briefing, Legal Research.","Kolkata, IN",False,3000,18000,4,https://careers.example.com/uber/8068,2025-03-30,Entry,Academic
8069,Mechanical Intern,Axis Bank,Manufacturing / Mechanical,Assembly;CAD,"Mechanical Intern at Axis Bank. Work on projects, mentored by senior staff. Required skills: Assembly, CAD.","Thane, IN",False,25000,25000,10,https://careers.example.com/axisbank/8069,2026-01-31,Entry,NGO
8070,M&E Intern,Accenture,NGO / Social Work,Monitoring & Evaluation;Community Outreach;Fundraising;Grant Writing;Case Management,"M&E Intern at Accenture. Work on projects, mentored by senior staff. Required skills: Monitoring & Evaluation, Community Outreach, Fundraising, Grant Writing, Case Management.","Thane, IN",False,20000,35000,20,https://careers.example.com/accenture/8070,2025-08-04,Internship,NGO
8071,Accounting Intern,Dabur,Finance / Accounting,Tally;Valuation,"Accounting Intern at Dabur. Work on projects, mentored by senior staff. Required skills: Tally, Valuation.","Ahmedabad, IN",False,5000,7000,4,https://careers.example.com/dabur/8071,2025-04-28,Internship,NGO
8072,Retail Operations Intern,Flipkart,Retail / Sales,POS;Sales Outreach;Customer Service;Merchandising,"Retail Operations Intern at Flipkart. Work on projects, mentored by senior staff. Required skills: POS, Sales Outreach, Customer Service, Merchandising.","Sydney, AU",False,15000,17000,4,https://careers.example.com/flipkart/8072,2025-05-26,Junior,Private
8073,Logistics Coordinator Intern,Red Chillies Entertainment,Logistics / Supply Chain,TMS;ERP;Research,"Logistics Coordinator Intern at Red Chillies Entertainment. Work on projects, mentored by senior staff. Required skills: TMS, ERP, Research.","Toronto, CA",False,15000,15000,24,https://careers.example.com/redchilliesentertainment/8073,2025-04-29,Entry,Startup
8074,Growth Intern,Wipro,Marketing / Business,Communication;SEO;Market Research;Content Writing;Excel;Social Media,"Growth Intern at Wipro. Work on projects, mentored by senior staff. Required skills: Communication, SEO, Market Research, Content Writing, Excel, Social Media.","Kolkata, IN",False,30000,32000,4,https://careers.example.com/wipro/8074,2026-02-10,Internship,Startup
8075,Marketing Intern,Uber,Marketing / Business,Excel;Communication;Market Research;Google Analytics,"Marketing Intern at Uber. Work on projects, mentored by senior staff. Required skills: Excel, Communication, Market Research, Google Analytics.","Bengaluru, IN",False,10000,25000,16,https://careers.example.com/uber/8075,2025-06-06,Junior,Public
8076,Vet Assistant Intern,Tesla,Veterinary / Animal Care,Animal Handling;Grooming;Clinical Support;Vaccination,"Vet Assistant Intern at Tesla. Work on projects, mentored by senior staff. Required skills: Animal Handling, Grooming, Clinical Support, Vaccination.","Chennai, IN",False,5000,20000,8,https://careers.example.com/tesla/8076,2025-11-18,Internship,NGO
8077,Maintenance Intern,HDFC Bank,Aviation / Aerospace,Maintenance Protocols;Aircraft Systems;Warehouse Management,"Maintenance Intern at HDFC Bank. Work on projects, mentored by senior staff. Required skills: Maintenance Protocols, Aircraft Systems, Warehouse Management.","Lucknow, IN",True,10000,20000,6,https://careers.example.com/hdfcbank/8077,2025-04-28,Internship,Startup
8078,Teaching Intern,Bharat Forge,Education / Teaching,Lesson Planning;Communication,"Teaching Intern at Bharat Forge. Work on projects, mentored by senior staff. Required skills: Lesson Planning, Communication.","Hyderabad, IN",False,20000,22000,6,https://careers.example.com/bharatforge/8078,2025-04-29,Internship,Startup
8079,Reporting Intern,Oracle,Humanities / Journalism,Fact-checking;Interviewing;Plating,"Reporting Intern at Oracle. Work on projects, mentored by senior staff. Required skills: Fact-checking, Interviewing, Plating.","London, UK",False,30000,45000,10,https://careers.example.com/oracle/8079,2025-11-07,Entry,Public
8080,Architectural Intern,INTACH,Architecture / Civil,Revit;Construction Drawings;Site Visits;SketchUp,"Architectural Intern at INTACH. Work on projects, mentored by senior staff. Required skills: Revit, Construction Drawings, Site Visits, SketchUp.","Kolkata, IN",False,30000,35000,24,https://careers.example.com/intach/8080,2026-03-06,Internship,Public
8081,Baking Intern,Nestle India,Culinary / Food,Plating;Food Prep,"Baking Intern at Nestle India. Work on projects, mentored by senior staff. Required skills: Plating, Food Prep.","Sydney, AU",False,15000,25000,12,https://careers.example.com/nestleindia/8081,2025-08-07,Entry,NGO
8082,Coaching Intern,Reliance Industries,Sports / Coaching,Fitness Training;Athlete Monitoring;SAP,"Coaching Intern at Reliance Industries. Work on projects, mentored by senior staff. Required skills: Fitness Training, Athlete Monitoring, SAP.",Singapore,False,5000,5000,16,https://careers.example.com/relianceindustries/8082,2025-04-21,Internship,Startup
8083,Graphic Design Intern,National Centre for Biological Sciences (NCBS),Design / UX,Prototyping;Adobe XD;Wireframing;Sketch;Figma,"Graphic Design Intern at National Centre for Biological Sciences (NCBS). Work on projects, mentored by senior staff. Required skills: Prototyping, Adobe XD, Wireframing, Sketch, Figma.","Ahmedabad, IN",False,10000,25000,20,https://careers.example.com/nationalcentreforbiologicalsciencesncbs/8083,2025-12-07,Internship,Private
8084,Growth Intern,NDTV,Marketing / Business,SEO;Social Media;Market Research;Content Writing,"Growth Intern at NDTV. Work on projects, mentored by senior staff. Required skills: SEO, Social Media, Market Research, Content Writing.","Lucknow, IN",False,0,2000,20,https://careers.example.com/ndtv/8084,2025-12-28,Entry,NGO
8085,Program Intern,Morgan Stanley,NGO / Social Work,Fundraising;Monitoring & Evaluation;Grant Writing;Fitness Training,"Program Intern at Morgan Stanley. Work on projects, mentored by senior staff. Required skills: Fundraising, Monitoring & Evaluation, Grant Writing, Fitness Training.",Remote,True,5000,7000,24,https://careers.example.com/morganstanley/8085,2026-03-05,Junior,Academic
8086,Public Health Intern,UpGrad,Public Health / Epidemiology,Health Promotion;Surveillance;Survey Design;Data Analysis;Field Surveys;Legal Research,"Public Health Intern at UpGrad. Work on projects, mentored by senior staff. Required skills: Health Promotion, Surveillance, Survey Design, Data Analysis, Field Surveys, Legal Research.","Goa, IN",False,5000,10000,4,https://careers.example.com/upgrad/8086,2025-11-16,Internship,Startup
